id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4191204,Pineapple Paradise!,21702976,Model Communities,,28801,35.6045,-82.55213,Private room,65,2,382,2019-01-20,7.20,5,326
4241484,Charming Cozy Home near Biltmore & Parkway,352405,Molly Rose,,28803,35.54616,-82.51704,Entire home/apt,125,2,117,2019-02-10,2.29,2,126
4249688,"Beer Themed, walkable to West AVL w/ Porch & Yard",5804140,Shawndra,,28806,35.57753,-82.60998,Entire home/apt,99,1,293,2019-01-06,5.71,1,355
4285157,Nana's Nest,637074,Johanna,,28805,35.58618,-82.50221,Private room,60,2,20,2018-10-21,0.38,3,365
4304358,Nana's nest 3,637074,Johanna,,28805,35.58734,-82.50301,Private room,70,2,32,2018-10-21,0.64,3,365
4304361,Nana's Nest 2,637074,Johanna,,28805,35.58645,-82.50309,Private room,75,2,38,2018-11-11,0.72,3,365
4311472,Serene stay-4miles away: dwntwn/play,22380549,Anita,,28805,35.58888,-82.5174,Private room,88,1,139,2018-12-29,2.85,1,357
4362574,"Asheville, Private Suite 750 Sq/Ft",21655755,Chris & Aubrey,,28806,35.58908,-82.62075,Entire home/apt,129,3,47,2018-11-12,0.90,1,365
4375081,Funky Log Cabin close in,4496289,Lynda,,28704,35.4475,-82.51313,Entire home/apt,80,1,127,2019-02-15,2.44,2,231
4394670,Sweet Suite,22813406,Beth,,28804,35.63595,-82.53366,Entire home/apt,52,1,160,2019-01-20,3.04,1,344
4394761,"Bohemian Retreat: vintage tub, deck, near downtown",20447538,April,,28801,35.61244,-82.55724,Entire home/apt,86,1,140,2019-01-27,2.96,2,282
4429169,Cozy Bedroom/Bath Near Downtown!,2990442,Kendal & Parker,,28803,35.54997,-82.48095,Private room,75,1,141,2018-11-11,2.82,1,0
4448604,"LG Private Rm, Mini Kitchen and Bathroom!",5656896,Michael,,28804,35.62234,-82.56162,Entire home/apt,49,1,237,2019-01-27,5.52,2,290
4510499, Lovely 3 bdrm 2 bath Kenilworth,14079532,Jenny,,28803,35.57564,-82.54149,Entire home/apt,150,1,0,,,1,0
4515772, Views of Downtown and Mountains,17363326,Michael,,28801,35.59191,-82.54488,Entire home/apt,200,30,69,2017-04-30,1.33,1,179
4583056,"Modern, Comfortable 1BR; Walk Downtown!",17167852,Jeff,,28801,35.60619,-82.54947,Entire home/apt,195,3,14,2018-10-22,0.31,2,260
4587394,❤️Urbane Retreat Cabin In town Asheville Monthly,16339042,Lori And Lizzie,,28805,35.58712,-82.49266,Entire home/apt,50,30,153,2018-09-30,3.02,3,268
4593058,In Biltmore Village; less than 3 miles to downtown,22763355,Nessa,,28803,35.56647,-82.53267,Entire home/apt,82,30,119,2018-10-08,2.36,3,321
4662490,West Asheville Retreat,18085000,Emily,,28806,35.58205,-82.59246,Entire home/apt,175,1,12,2016-10-16,0.24,1,0
4764715,West AVL Chemical FREE Green Getaway,3441402,Elizabeth,,28806,35.57339,-82.5734,Entire home/apt,65,2,340,2019-02-10,6.77,1,271
4811980,Asheville Mountain Home ON RIVER! Rooms for Rent.,24783818,Andy,,28805,35.60544,-82.46988,Private room,90,2,147,2019-01-06,3.06,1,307
4815479,"Walk Everywhere from Sunny, Stylish Drover's Way & Park Free",1329460,Lynne,,28801,35.60265,-82.55657,Entire home/apt,125,3,27,2019-01-21,1.24,4,316
4846733,"Chalet at Winghaven, Sunny Log Home",24938934,Jofre & Saskia,,28732,35.4456,-82.46756,Entire home/apt,220,2,51,2019-02-11,1.10,2,307
4875054,River Arts Studio,14485502,Bob,,28806,35.57923,-82.57162,Private room,125,2,61,2019-01-13,2.53,1,174
4895765,Beautiful Kenilworth Jewel,5035186,Lynn & Jake,,28803,35.57424,-82.53288,Entire home/apt,95,2,370,2019-02-10,7.53,1,293
4937473,Stay like a local!! Best spot in town!,19133972,Andrea,,28806,35.58627,-82.57656,Private room,125,1,2,2015-03-12,0.04,2,365
4939317,Beautiful West Asheville Arts & Crafts Cottage,8111723,Kate,,28806,35.58605,-82.57604,Entire home/apt,84,28,45,2018-10-11,2.83,1,0
4984181,Bent Creek: Trails Out Your Door!,25457925,Dawn,,28806,35.50705,-82.60914,Entire home/apt,80,2,119,2018-10-30,2.45,1,0
4994407,Amazing Asheville Location VIEWS!,25749896,Sydney,,28805,35.62464,-82.52114,Entire home/apt,250,3,85,2019-01-05,1.71,1,314
5114762,Charming Bungalow in West Asheville,21362898,Susan,,28806,35.58072,-82.59573,Private room,80,1,360,2019-01-21,7.35,2,10
5131525,"750 Reviews, The GARDEN FLAT Heart of W. Asheville",940569,Kathie,,28806,35.57868,-82.58751,Entire home/apt,65,30,110,2019-01-21,2.33,2,43
5144212,"Close to breweries, eclectic shops & restaurants",6074062,Melissa,,28801,35.59661,-82.55295,Entire home/apt,225,1,284,2019-01-27,5.91,5,308
5151226,Convenient to Everything! Private,4117051,Louise And Steve,,28805,35.60773,-82.48777,Entire home/apt,275,3,63,2019-02-10,1.45,2,277
5170218,West Asheville Bungalow,20808940,Sommerville,,28806,35.57758,-82.60562,Entire home/apt,77,2,19,2018-12-30,0.61,1,24
5213038,Strawbridge House,16596642,Barry,,28801,35.60065,-82.55765,Entire home/apt,180,2,265,2019-02-10,5.43,1,319
5261984,Mountain home with awesome views,27238559,Greg,,28804,35.60278,-82.5356,Entire home/apt,120,30,17,2016-04-17,0.38,1,363
5262825,"truly walkable, nature,  old asheville neighbor",27244058,Manley,,28801,35.60503,-82.54634,Entire home/apt,99,1,350,2019-01-28,7.44,1,51
5288006,"Eco-Friendly  Suite, Private  Entrance",22115499,Lisa,,28806,35.573,-82.62892,Private room,65,1,36,2018-12-30,1.39,1,364
5333015,"Griffin's Lair  Biltmore Village, NC 28803",27580922,Robert,,28803,35.56653,-82.54475,Entire home/apt,250,2,58,2018-12-29,1.24,1,348
5336187,Parklike Setting,27654072,Suzy,,28704,35.46994,-82.55996,Entire home/apt,49,30,1,2015-07-01,0.02,2,308
5344892,Peaceful Mountainside Living,5912974,Daniel,,28805,35.62436,-82.49177,Private room,89,2,116,2018-11-24,3.32,1,60
5354494,Cute 2 BR-Heart of Hip W. Asheville,27754937,Lauryl,,28806,35.57472,-82.59006,Entire home/apt,70,2,181,2019-02-02,3.73,2,44
5405078,Log Cabin Apartment Close To Asheville,28018322,Susan,,28803,35.54798,-82.49669,Entire home/apt,98,2,123,2019-01-22,4.26,1,346
5464591,Artsy/Zen Bungalow in W. Asheville!,28342264,Kristin,,28806,35.5751,-82.59686,Entire home/apt,165,1,118,2019-02-02,2.48,1,326
5481195,"Asheville's Famous ""Pink House""",28424329,Tim,,28804,35.61937,-82.55071,Entire home/apt,700,1,99,2019-01-27,2.12,2,346
5506704,Large West Asheville Studio,28561358,Amber,,28806,35.56809,-82.60639,Entire home/apt,75,2,100,2019-01-21,2.09,1,86
5507900,Heart of Downtown Asheville - 2BR/2BA Condo Loft,28567369,Angie,,28801,35.59526,-82.55417,Entire home/apt,310,3,43,2019-02-08,0.94,1,297
5532718,5* SUNRISE SUITE IN LUX VILLA ~ HOT-TUB ~ MTN VIEW,1994122,Marc & Fay,,28805,35.60802,-82.52963,Private room,49,1,160,2019-02-10,3.41,9,172
5598622,Bed and Bath - West Asheville,29027252,Megan,,28806,35.57771,-82.57012,Private room,42,1,228,2019-01-01,4.81,1,261
5682601,Orchid Lane Cottage- South Asheville,29452163,Wendi,,28803,35.49162,-82.53196,Entire home/apt,125,30,9,2019-01-02,2.73,1,183
5696919,Hidden getaway close to downtown!,29536562,Jessica,,28805,35.58304,-82.53813,Entire home/apt,129,1,153,2019-01-27,3.26,2,348
5716399,"The AshVilla- Walk to NewBelgium, the Admiral...",2392127,David And Melissa,,28806,35.58265,-82.58182,Entire home/apt,115,1,157,2019-01-21,3.43,3,359
5760494,Charming bungalow in Asheville,20530547,DeNeice,,28801,35.60485,-82.54787,Private room,98,2,14,2018-11-11,0.83,1,365
5792634,West Asheville Walkable,30051509,Jessica,,28806,35.57307,-82.59266,Entire home/apt,175,3,67,2019-01-17,1.50,1,236
5830892,Hiking & Nature Minutes to Downtown,25198720,Cooper,,28805,35.65236,-82.4756,Private room,74,2,61,2018-01-01,1.30,1,365
5839119,Sleeps 10 - Big house in Montford Walk to downtown,30315956,Boho,,28801,35.60193,-82.56342,Entire home/apt,385,3,64,2019-01-21,1.39,1,251
5850649,Explore the Woods from a Quiet Apartment near Sierra Nevada,30377862,Daniel,,28704,35.45009,-82.52069,Entire home/apt,75,2,174,2019-02-10,5.18,1,307
5851392,Charming Historic Montford Bungalow ~Walk Downtown,5664205,Rebekah,,28801,35.59712,-82.57044,Entire home/apt,83,1,94,2019-02-10,1.99,1,326
5868695,Buried in Woods- Full of Art/ Style,21353533,Trip,,28803,35.54973,-82.48673,Entire home/apt,199,3,84,2019-01-21,1.90,2,248
5873862,"Location, Location-West Asheville w/ Pvt. Entrance",30501147,Joshua,,28806,35.57998,-82.59459,Private room,50,1,213,2019-02-05,4.51,1,334
5885284,Inn on Westwood - Atkinson Suite,14991088,"Rob, Caroline, And Angie",,28806,35.5815,-82.57882,Private room,160,2,104,2018-11-18,2.30,2,335
5917298,The Tarot House,30728739,Betsy,,28801,35.60952,-82.55374,Private room,60,2,171,2019-01-07,3.64,1,365
5947797,Private Entrance/10 Min to DT,30878733,Kyley,,28715,35.54977,-82.63776,Private room,65,2,44,2018-12-31,1.38,1,359
6004216,Your Room is Ready in Asheville!,31169927,Gordon & Victoria,,28804,35.62301,-82.57294,Private room,60,1,256,2019-02-10,5.54,1,365
6005112,Solar House in South Asheville,31174094,Walter,,28803,35.49296,-82.5144,Private room,75,2,8,2019-02-04,2.82,2,83
6054250,the RAD PAD!,1826173,Meg,,28806,35.57517,-82.57827,Entire home/apt,90,1,474,2019-02-09,10.19,2,262
6056098,Mountain Beauty/City Convenience,31430181,Rob,,28804,35.62716,-82.50869,Entire home/apt,150,2,91,2019-01-01,1.97,1,179
6079982,Graceful Heart Cottage,3572350,Grace,,28732,35.42342,-82.47322,Entire home/apt,86,1,66,2018-12-23,1.45,1,0
6145162,"Downtown Asheville, Small Single - Best Value! -#7",7625694,John,,28801,35.59058,-82.55014,Private room,49,2,186,2019-01-21,4.03,7,354
6170347,"Charm n Comfort: 1 mi to Biltmore Estate, 4 to DT!",32013434,Marilynn,,28803,35.55061,-82.5348,Private room,50,1,208,2019-01-12,4.69,1,336
6177422,"Great Location, So Cute and Cozy",32045149,Katie And Jason,,28806,35.58741,-82.57695,Entire home/apt,125,3,194,2019-02-11,4.24,1,306
6180513,Downton Annie #4 Champagne Tastes on a Beer Budget,32054468,Jeremy,,28801,35.59338,-82.56082,Entire home/apt,201,3,29,2019-01-21,0.64,4,360
6184213,Garden Apartment 2 Miles From DT,22418650,Rebekah,,28804,35.62651,-82.5497,Entire home/apt,110,2,51,2017-03-19,1.14,1,0
6197585,Sunny West Asheville Studio Apt.,32065101,Aimee,,28806,35.56829,-82.61405,Entire home/apt,40,30,100,2019-01-05,2.20,1,224
6227094,Groove Stone Getaway,32297877,Louis,,28805,35.57819,-82.47713,Entire home/apt,80,30,68,2017-07-30,1.49,1,0
6234618,"West Side Loft- COZY, CLEAN, COMFORTABLE & QUIET",32351091,Monica,,28806,35.58215,-82.61086,Entire home/apt,66,2,143,2019-02-03,3.20,1,302
6275127,BEAVER LAKE Privacy & HOT TUB - WOW!,32613681,Evelyn,,28804,35.63088,-82.56394,Private room,100,2,50,2018-08-05,1.10,1,334
6282518,Modern Mountain Marvel...,32658165,Debbie,,28803,35.51151,-82.52796,Private room,350,1,8,2018-07-07,0.21,3,365
6290666,Mountain View Charming Space Five Mins to Downtown,21539203,Dorothy,,28805,35.59373,-82.53663,Entire home/apt,99,1,257,2019-02-10,5.62,3,327
6325103,GARDEN COTTAGE-PREMIUM LOCATION-$65/DAY 1 MO. MIN.,940569,Kathie,,28806,35.58145,-82.5854,Entire home/apt,65,30,118,2019-01-01,2.59,2,28
6335114,Charming 1929 home w/ modern touch,32981845,Jan,,28803,35.57601,-82.54105,Entire home/apt,225,2,22,2018-11-25,0.49,1,3
6362850,Your Chic Mountain Getaway in the Forest!,33151095,Tiff,,28803,35.51689,-82.48087,Entire home/apt,65,2,130,2019-02-10,2.85,7,280
6363332,"Welcome to ""Cozy Oak Cottage""",32221473,Randy,,28803,35.56746,-82.52602,Entire home/apt,52,30,12,2017-09-13,0.27,2,173
6399802,Downtown Asheville With a View - Great Value! -#11,7625694,John,,28801,35.59085,-82.5497,Private room,89,1,248,2019-01-21,5.43,7,361
6413234,"Private, luxurious room, en suite bath! Ahh RELAX!",16207642,Krista,,28803,35.57408,-82.54065,Private room,95,2,54,2018-11-12,1.21,1,365
6415234,1920s Historic 1bd Near Downtown,19960302,Kris & Dani,,28801,35.60197,-82.55382,Entire home/apt,125,2,30,2017-08-27,0.68,1,0
6419437,Lovely home in West Asheville with private bath,28782478,Laurie,,28806,35.58297,-82.58945,Private room,79,2,13,2018-07-08,0.30,1,0
6452410,"Sunny, Quiet, Full-Size Downtown Garden Apartment",16023445,Tara,,28801,35.6117,-82.55088,Entire home/apt,115,2,136,2019-02-11,3.08,2,193
6464944,"Riverbend ""Treehouse"" Studio",106067,Heather,,28805,35.60531,-82.46643,Entire home/apt,89,2,240,2019-01-13,5.59,1,10
6503015,3 blks to town-Montford The Sweet Spot  w/own Bath,1884805,Lizzy,,28801,35.60002,-82.5578,Private room,92,1,326,2019-02-10,7.22,2,326
6544722,Sunny Spacious 2 Bedroom 1 Mi town,20446462,Cassie,,28803,35.57742,-82.54288,Entire home/apt,110,13,0,,,1,0
6599654,Artful Home in West Asheville,2363511,Angela,,28806,35.58294,-82.58863,Entire home/apt,120,1,120,2019-01-27,2.84,1,348
6603955,Daisy Rock Cottage: Magical Spot with Easy Access!,11903858,Spyce,,28806,35.57226,-82.62757,Entire home/apt,50,1,224,2019-02-12,7.26,1,40
6609327,The Barn At Mountain Meadows,26946813,Anna,,28804,35.63373,-82.49752,Entire home/apt,295,2,0,,,1,295
6686924,❤️Mid Century Home  2 BEDROOMS 2 FULL BATHROOMS,16339042,Lori And Lizzie,,28805,35.58018,-82.5057,Entire home/apt,145,2,173,2019-02-10,3.91,3,243
6698737,"Serene, spacious, cozy and clean!",29622653,Kelly,,28806,35.57551,-82.59314,Private room,52,1,229,2019-02-11,5.08,1,351
6711659,HIP DOWNTOWN HIDEAWAY,35135871,Kiley,,28801,35.59033,-82.54559,Entire home/apt,150,3,148,2019-01-01,3.34,1,68
6713809,Cozy 1BR w/ Qu Sleeper Sofa,4868960,Anne,,28804,35.62597,-82.55201,Entire home/apt,130,1,2,2015-07-19,0.05,1,0
6715120,Comfy home 10 min to downtown.,35157681,Matthew And Jennifer,,28806,35.6174,-82.60122,Entire home/apt,85,2,60,2019-02-10,1.36,1,165
6724476,"Near downtown Asheville, Biltmore & Breweries!",20940902,Megan,,28803,35.55554,-82.4759,Entire home/apt,140,1,131,2019-01-27,2.92,2,274
6741903,Bright & Artsy W. Asheville Home,8120727,Molly,,28806,35.56905,-82.5958,Entire home/apt,296,30,71,2017-11-26,1.60,1,0
6746841,Room 2.5 miles from downtown!,35012995,Ben,,28804,35.62545,-82.57696,Private room,53,1,154,2018-04-22,3.45,4,0
6760016,"Bright, urban chic apt min from Avl",35390402,Elisa,,28704,35.44831,-82.50911,Entire home/apt,115,2,52,2018-12-31,1.17,1,173
6765734,"Female Dorm ""Top Bunk #2"" at Sharky's Hostel",746673,BonPaul,,28806,35.57812,-82.5948,Shared room,27,1,80,2019-01-05,1.83,7,344
6765832,"Private Room ""Hitchcock"" BPS Hostel",746673,BonPaul,,28806,35.57775,-82.59627,Private room,72,1,21,2019-01-27,0.47,7,350
6813265,cozy bedroom in the heart of west asheville,31436003,Lee,,28806,35.5808,-82.59533,Private room,47,1,114,2019-01-01,2.57,2,358
6818139,Downtown Asheville Antique Style- Great Value! -#8,7625694,John,,28801,35.59132,-82.55101,Private room,89,2,264,2019-01-20,5.91,7,343
6823225,Fern Garden Apartment - Comfy and Convienient,7986791,Lee,,28806,35.58749,-82.57247,Entire home/apt,115,2,83,2019-02-10,1.87,1,139
6853602,Custom Home on 1.5 wooded acres,35914161,Melissa,,28704,35.47464,-82.49614,Entire home/apt,350,3,15,2018-04-07,0.34,1,0
6869894,Beauty & Peace in Asheville,4580875,Krys And Steve,,28805,35.58229,-82.48658,Entire home/apt,78,1,239,2019-02-03,5.39,1,159
6913630,Sparrow Cottage,30982884,Tena,,28801,35.60378,-82.56032,Entire home/apt,55,30,133,2018-07-31,3.09,1,138
6964842,Downtown Asheville Hideaway,36518892,Brian,,28801,35.61187,-82.55574,Private room,89,1,191,2019-01-27,4.31,2,361
7001873,Wren's Nest Studio on the West Side,11298793,Miriam,,28806,35.59171,-82.59721,Entire home/apt,79,2,269,2019-01-27,6.08,1,323
7045303,Private entrance in walkable West Asheville,6676667,Elizabeth,,28806,35.57816,-82.60324,Private room,99,2,69,2018-11-25,1.58,1,365
7063293,Mountaintop Log Cabin w/Pano View,14480896,Birgit,,28704,35.48087,-82.506,Entire home/apt,285,3,0,,,1,211
7064317,Thistledo- Cozy 1 Bedr. Private Apt,37039251,Vicki,,28806,35.61641,-82.6422,Entire home/apt,56,2,49,2018-12-30,1.11,1,0
7103096,25 Acre Retreat 9 Miles to Downtown,37220035,W N C,,28805,35.64419,-82.46849,Entire home/apt,125,3,61,2018-11-05,1.41,1,196
7304349,Haven in the Highlands,4120324,Eli,,28801,35.60644,-82.55573,Private room,115,1,3,2018-10-14,0.32,1,88
7319238,Birch House Asheville,38343845,David,,28801,35.60349,-82.56651,Private room,95,2,81,2019-02-04,1.93,1,1
7341057,Two Bedroom Suite in South Asheville,37737144,Kwadwo,,28704,35.47536,-82.50085,Private room,75,1,116,2018-12-27,2.70,4,352
7367841,Private-Jacuzzi tub-Peaceful-Explore!,38605852,Hillary,,28803,35.54081,-82.51378,Private room,75,2,221,2019-01-21,5.24,1,29
7383921,Blue Bicycle Inn **SUPER HIP WEST SIDE** (No pets),7423245,Bryce & Steve,,28806,35.56768,-82.61449,Entire home/apt,99,1,30,2018-11-04,1.52,1,35
7387243,Private suite with private entrance,38698862,Dolly,,28806,35.50828,-82.60511,Entire home/apt,75,2,98,2018-12-31,2.26,1,364
7418991,"""Studio C""  in Downtown!",23092470,April,,28801,35.5914,-82.55445,Entire home/apt,117,1,373,2019-02-10,8.59,3,243
7438838,Easy walk to downtown Asheville,21313437,Ron,,28801,35.60804,-82.55778,Entire home/apt,195,30,17,2019-01-02,0.42,2,138
7500225,Cozy Cabin Near Blue Ridge Parkway & Asheville,39286181,Karl,,28704,35.4881,-82.58299,Entire home/apt,99,2,99,2019-01-21,2.52,2,365
7543799,Purple Door Studio Apt. W.Asheville,39527624,Stacy,,28806,35.58142,-82.58783,Entire home/apt,88,2,242,2019-02-10,5.66,1,125
7546626,Home away from home 5miles from downtown,9624164,Angela,,28806,35.59045,-82.62031,Entire home/apt,115,1,172,2019-01-25,6.02,1,172
7556089,Private Suite in Contemporary West Asheville Home,37942362,Tom,,28806,35.57223,-82.59993,Private room,83,2,83,2019-02-10,2.80,1,134
7612231,Private Home with Private Grounds,37087591,Michael,,28804,35.63071,-82.57153,Private room,55,2,58,2017-09-04,1.42,2,0
7630648,Sunny Modern Country Apartment with Hot Tub,40029182,Matthew,,28805,35.64462,-82.48023,Entire home/apt,71,2,202,2019-01-27,4.76,2,349
7662484,Vintage Carriage House Apartment,2237126,Lou,,28804,35.61353,-82.5525,Entire home/apt,90,1,101,2019-02-10,2.38,1,263
7665386,BEST West Asheville Spot. Walk everywhere.,40234911,Sage,,28806,35.57907,-82.59423,Entire home/apt,85,2,193,2019-01-27,4.57,2,131
7674957,"Convenient, Hot tub/Private Pool, $20 OFF JAN/FEB",40300316,Shane,,28806,35.57531,-82.64233,Entire home/apt,95,2,84,2019-02-03,2.02,1,263
7676458,Authentic Asheville Experience,40309465,Lee,,28806,35.57978,-82.59351,Private room,50,1,11,2018-08-19,0.26,2,0
7693393,Authentic Asheville Holiday,40309465,Lee,,28806,35.57786,-82.59364,Entire home/apt,149,1,124,2017-12-31,3.03,2,0
7745341,CARRIAGE HOUSE COTTAGE INDUSTRY ~ RURAL ~ 2M DWT,34822762,Fay & Marc,,28805,35.61405,-82.5266,Entire home/apt,59,1,64,2019-01-04,3.42,1,159
7850593,Unwind in West Asheville on a King Memory Foam Bed,1834585,Christina,,28806,35.57459,-82.62414,Private room,39,2,196,2019-02-06,4.61,2,364
7853266,Elegant Craftsman Porch House Close to Downtown,41383768,Susan,,28806,35.57125,-82.57039,Entire home/apt,240,2,13,2016-10-23,0.41,1,0
7853605,Kingbed near action Away fr/ noise. Quiet Private,2707302,Nan,,28803,35.53939,-82.52717,Entire home/apt,85,2,187,2019-01-01,4.39,1,280
7859259,Studio at Green Oaks Community,481489,Valerie,,28804,35.63038,-82.58295,Entire home/apt,95,2,80,2018-11-25,1.89,1,269
7887572,Charming Bungalow Apartment - Biltmore Area,15691039,Rahm And Brantley,,28803,35.56465,-82.53233,Entire home/apt,70,2,26,2019-02-10,4.26,1,252
7895827,In the heart of walkable West Asheville.,29185580,Marc & Deb,,28806,35.57663,-82.59255,Private room,60,1,211,2019-01-20,5.02,1,362
7901875,Guest room on working farm,41665227,Gail,,28732,35.46841,-82.47162,Private room,90,2,19,2018-10-21,0.45,1,365
7938548,"Secluded Retreat w/Views, Yet Close To All",41860840,Richard,,28803,35.48568,-82.51175,Entire home/apt,125,3,142,2019-02-10,3.36,2,177
7938930,SweetPineHouse monthly rental fully outfitted!!,12516488,Trish & Steph,,28803,35.57646,-82.53607,Entire home/apt,42,30,6,2018-08-04,0.14,2,329
7939277,Welcome Home! Monthly Rental Only,12516488,Trish & Steph,,28803,35.57356,-82.53858,Entire home/apt,100,30,23,2016-06-12,0.55,2,15
7947839,Romantic & Bohemian Private Studio,41909545,Christal,,28801,35.60129,-82.5556,Entire home/apt,105,1,347,2019-01-27,8.31,1,270
7956588,Magnificent Mountain Top Mansion,41655102,Ron,,28804,35.62292,-82.51281,Private room,250,3,13,2016-01-01,0.31,2,0
7966916,West Asheville top floor sleeps 3,14686944,Jenifer,,28806,35.57169,-82.58846,Private room,85,2,126,2019-01-01,3.07,1,164
7967886,Clean Simple Modern Furnished Apartment 60 day min,31173521,Leon And Stella,,28803,35.57929,-82.53833,Entire home/apt,50,60,10,2018-11-26,0.24,1,127
7970419,Spacious townhome close to downtown,40153234,Mike And Lauren,,28804,35.6292,-82.58151,Entire home/apt,220,2,66,2019-02-10,1.62,1,335
